,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0030759075675,0.00307007645787,0.00306427838573,0.00305851304029,0.00305278011483,0.00304707930666,0.00304141031699,0.00303577285095,0.00303016661744,0.00302459132916,0.00301904670244,0.00301353245729,0.00300804831724,0.00300259400937,0.00299716926418,0.00299177381558,0.00298640740083,0.00298106976046,0.00297576063824,0.00297047978113,0.00296522693921,0.00296000186565,0.00295480431666,0.00294963405143,0.00294449083208,0.00293937442364,0.00293428459398,0.00292922111378,0.00292418375646,0.00291917229818,0.00291418651777,0.0029092261967,0.00290429111902,0.00289938107135,0.00289449584282,0.00288963522505,0.00288479901208,0.00287998700037,0.00287519898874,0.00287043477836,0.00286569417269,0.00286097697743,0.00285628300056,0.00285161205222,0.00284696394472,0.00284233849253,0.00283773551219,0.00283315482234,0.00282859624365,0.0028240595988,0.00281954471246,0.00281505141126,0.00281057952375,0.00280612888038,0.00280169931348,0.00279729065723,0.00279290274761,0.00278853542243,0.00278418852123,0.00277986188533
1,0.00615181513501,0.00614015291573,0.00612855677145,0.00611702608058,0.00610556022967,0.00609415861332,0.00608282063398,0.00607154570189,0.00606033323489,0.00604918265831,0.00603809340488,0.00602706491457,0.00601609663448,0.00600518801874,0.00599433852836,0.00598354763117,0.00597281480166,0.00596213952092,0.00595152127648,0.00594095956226,0.00593045387842,0.0059200037313,0.00590960863333,0.00589926810286,0.00588898166417,0.00587874884729,0.00586856918797,0.00585844222755,0.00584836751291,0.00583834459636,0.00582837303554,0.0058184523934,0.00580858223804,0.0057987621427,0.00578899168565,0.0057792704501,0.00576959802416,0.00575997400073,0.00575039797749,0.00574086955673,0.00573138834537,0.00572195395487,0.00571256600112,0.00570322410444,0.00569392788945,0.00568467698506,0.00567547102439,0.00566630964469,0.0056571924873,0.0056481191976,0.00563908942492,0.00563010282252,0.0056211590475,0.00561225776076,0.00560339862697,0.00559458131446,0.00558580549523,0.00557707084486,0.00556837704246,0.00555972377066
2,0.00922772270251,0.0092102293736,0.00919283515718,0.00917553912086,0.0091583403445,0.00914123791997,0.00912423095097,0.00910731855284,0.00909049985233,0.00907377398747,0.00905714010732,0.00904059737186,0.00902414495172,0.0090077820281,0.00899150779254,0.00897532144675,0.0089592222025,0.00894320928138,0.00892728191472,0.00891143934338,0.00889568081763,0.00888000559696,0.00886441294999,0.00884890215429,0.00883347249625,0.00881812327093,0.00880285378195,0.00878766334133,0.00877255126937,0.00875751689454,0.00874255955331,0.00872767859009,0.00871287335706,0.00869814321405,0.00868348752847,0.00866890567515,0.00865439703623,0.0086399610011,0.00862559696623,0.00861130433509,0.00859708251806,0.0085829309323,0.00856884900168,0.00855483615665,0.00854089183417,0.00852701547759,0.00851320653658,0.00849946446703,0.00848578873095,0.0084721787964,0.00845863413739,0.00844515423378,0.00843173857125,0.00841838664114,0.00840509794045,0.00839187197169,0.00837870824284,0.00836560626729,0.0083525655637,0.00833958565599
3,0.01230363027,0.0122803058315,0.0122571135429,0.0122340521612,0.0122111204593,0.0121883172266,0.012165641268,0.0121430914038,0.0121206664698,0.0120983653166,0.0120761868098,0.0120541298291,0.012032193269,0.0120103760375,0.0119886770567,0.0119670952623,0.0119456296033,0.0119242790418,0.011903042553,0.0118819191245,0.0118609077568,0.0118400074626,0.0118192172667,0.0117985362057,0.0117779633283,0.0117574976946,0.0117371383759,0.0117168844551,0.0116967350258,0.0116766891927,0.0116567460711,0.0116369047868,0.0116171644761,0.0115975242854,0.0115779833713,0.0115585409002,0.0115391960483,0.0115199480015,0.011500795955,0.0114817391135,0.0114627766907,0.0114439079097,0.0114251320022,0.0114064482089,0.0113878557789,0.0113693539701,0.0113509420488,0.0113326192894,0.0113143849746,0.0112962383952,0.0112781788498,0.011260205645,0.011242318095,0.0112245155215,0.0112067972539,0.0111891626289,0.0111716109905,0.0111541416897,0.0111367540849,0.0111194475413
4,0.0153795378375,0.0153503822893,0.0153213919286,0.0152925652014,0.0152639005742,0.0152353965333,0.015207051585,0.0151788642547,0.0151508330872,0.0151229566458,0.0150952335122,0.0150676622864,0.0150402415862,0.0150129700468,0.0149858463209,0.0149588690779,0.0149320370042,0.0149053488023,0.0148788031912,0.0148523989056,0.014826134696,0.0148000093283,0.0147740215833,0.0147481702572,0.0147224541604,0.0146968721182,0.0146714229699,0.0146461055689,0.0146209187823,0.0145958614909,0.0145709325889,0.0145461309835,0.0145214555951,0.0144969053568,0.0144724792141,0.0144481761252,0.0144239950604,0.0143999350018,0.0143759949437,0.0143521738918,0.0143284708634,0.0143048848872,0.0142814150028,0.0142580602611,0.0142348197236,0.0142116924627,0.014188677561,0.0141657741117,0.0141429812183,0.014120297994,0.0140977235623,0.0140752570563,0.0140528976187,0.0140306444019,0.0140084965674,0.0139864532861,0.0139645137381,0.0139426771121,0.0139209426062,0.0138993094266
5,0.018455445405,0.0184204587472,0.0183856703144,0.0183510782417,0.018316680689,0.0182824758399,0.0182484619019,0.0182146371057,0.0181809997047,0.0181475479749,0.0181142802146,0.0180811947437,0.0180482899034,0.0180155640562,0.0179830155851,0.0179506428935,0.017918444405,0.0178864185628,0.0178545638294,0.0178228786868,0.0177913616353,0.0177600111939,0.0177288259,0.0176978043086,0.0176669449925,0.0176362465419,0.0176057075639,0.0175753266827,0.0175451025387,0.0175150337891,0.0174851191066,0.0174553571802,0.0174257467141,0.0173962864281,0.0173669750569,0.0173378113503,0.0173087940725,0.0172799220022,0.0172511939325,0.0172226086702,0.0171941650361,0.0171658618646,0.0171376980034,0.0171096723133,0.0170817836683,0.0170540309552,0.0170264130732,0.0169989289341,0.0169715774619,0.0169443575928,0.0169172682748,0.0168903084676,0.0168634771425,0.0168367732823,0.0168101958809,0.0167837439434,0.0167574164857,0.0167312125346,0.0167051311274,0.016679171312
6,0.0215313529725,0.0214905352051,0.0214499487001,0.021409591282,0.0213694608038,0.0213295551466,0.0212898722189,0.0212504099566,0.0212111663221,0.0211721393041,0.0211333269171,0.021094727201,0.0210563382207,0.0210181580656,0.0209801848493,0.0209424167091,0.0209048518058,0.0208674883232,0.0208303244677,0.0207933584679,0.0207565885745,0.0207200130596,0.0206836302166,0.02064743836,0.0206114358246,0.0205756209655,0.0205399921579,0.0205045477964,0.0204692862952,0.0204342060873,0.0203993056244,0.0203645833769,0.0203300378331,0.0202956674995,0.0202614708998,0.0202274465753,0.0201935930845,0.0201599090026,0.0201263929212,0.0200930434485,0.0200598592088,0.020026838842,0.0199939810039,0.0199612843655,0.0199287476131,0.0198963694477,0.0198641485854,0.0198320837564,0.0198001737056,0.0197684171916,0.0197368129872,0.0197053598788,0.0196740566662,0.0196429021627,0.0196118951944,0.0195810346006,0.0195503192333,0.019519747957,0.0194893196486,0.0194590331973
7,0.02460726054,0.0245606116629,0.0245142270858,0.0244681043223,0.0244222409187,0.0243766344533,0.0243312825359,0.0242861828076,0.0242413329395,0.0241967306332,0.0241523736195,0.0241082596583,0.0240643865379,0.0240207520749,0.0239773541134,0.0239341905247,0.0238912592067,0.0238485580837,0.0238060851059,0.023763838249,0.0237218155137,0.0236800149252,0.0236384345333,0.0235970724114,0.0235559266567,0.0235149953892,0.0234742767519,0.0234337689102,0.0233934700517,0.0233533783854,0.0233134921422,0.0232738095736,0.0232343289522,0.0231950485708,0.0231559667426,0.0231170818004,0.0230783920966,0.0230398960029,0.0230015919099,0.0229634782269,0.0229255533815,0.0228878158195,0.0228502640045,0.0228128964177,0.0227757115578,0.0227387079402,0.0227018840976,0.0226652385788,0.0226287699492,0.0225924767904,0.0225563576997,0.0225204112901,0.02248463619,0.022449031043,0.0224135945079,0.0223783252578,0.0223432219809,0.0223082833794,0.0222735081699,0.0222388950826
8,0.0276831681075,0.0276306881208,0.0275785054715,0.0275266173626,0.0274750210335,0.0274237137599,0.0273726928529,0.0273219556585,0.027271499557,0.0272213219624,0.027171420322,0.0271217921156,0.0270724348552,0.0270233460843,0.0269745233776,0.0269259643403,0.0268776666075,0.0268296278441,0.0267818457442,0.0267343180301,0.0266870424529,0.0266400167909,0.02659323885,0.0265467064629,0.0265004174888,0.0264543698128,0.0264085613459,0.026362990024,0.0263176538081,0.0262725506836,0.0262276786599,0.0261830357703,0.0261386200712,0.0260944296422,0.0260504625854,0.0260067170254,0.0259631911087,0.0259198830033,0.0258767908987,0.0258339130053,0.0257912475542,0.0257487927969,0.0257065470051,0.02566450847,0.0256226755025,0.0255810464328,0.0255396196097,0.0254983934011,0.0254573661929,0.0254165363892,0.0253759024122,0.0253354627013,0.0252952157137,0.0252551599234,0.0252152938213,0.0251756159151,0.0251361247285,0.0250968188019,0.0250576966911,0.025018756968
9,0.030759075675,0.0307007645787,0.0306427838573,0.0305851304029,0.0305278011483,0.0304707930666,0.0304141031699,0.0303577285095,0.0303016661744,0.0302459132916,0.0301904670244,0.0301353245729,0.0300804831724,0.0300259400937,0.0299716926418,0.0299177381558,0.0298640740083,0.0298106976046,0.0297576063824,0.0297047978113,0.0296522693921,0.0296000186565,0.0295480431666,0.0294963405143,0.0294449083208,0.0293937442364,0.0293428459398,0.0292922111378,0.0292418375646,0.0291917229818,0.0291418651777,0.029092261967,0.0290429111902,0.0289938107135,0.0289449584282,0.0288963522505,0.0288479901208,0.0287998700037,0.0287519898874,0.0287043477836,0.0286569417269,0.0286097697743,0.0285628300056,0.0285161205222,0.0284696394472,0.0284233849253,0.0283773551219,0.0283315482234,0.0282859624365,0.028240595988,0.0281954471246,0.0281505141126,0.0281057952375,0.0280612888038,0.0280169931348,0.0279729065723,0.0279290274761,0.0278853542243,0.0278418852123,0.0277986188533
